age,ethnicity,ethnicity_confidence,gender,gender_confidence,human_confidence,tag_location,url,user
13-19,hispanic or latino,38,female,98,94,"[60, 50, 15, 26]",1467,83
20-29,black or african american,68,male,99,74,"[16, 20, 21, 38]",1467,83
30-39,white,71,female,99,97,"[54, 37, 6, 5]",11773,58
20-29,white,79,female,99,91,"[49, 37, 6, 5]",11773,58
20-29,white,96,female,52,60,"[40, 40, 12, 9]",9237,8
30-39,white,84,female,99,93,"[43, 41, 11, 18]",12043,58
40-49,white,98,female,90,99,"[9, 69, 10, 10]",11885,58
20-29,white,68,female,98,99,"[81, 71, 12, 12]",11885,58
20-29,white,95,female,91,99,"[59, 7, 10, 10]",11885,58
30-39,white,88,female,97,99,"[64, 72, 12, 12]",11885,58
20-29,white,67,female,97,98,"[82, 8, 10, 10]",11885,58
20-29,white,79,female,94,93,"[26, 14, 10, 10]",11885,58
20-29,white,55,female,98,83,"[24, 71, 12, 12]",11885,58
13-19,black or african american,51,male,99,69,"[28, 20, 7, 7]",5170,59
20-29,black or african american,82,male,89,51,"[46, 22, 5, 5]",5170,59
20-29,black or african american,93,male,91,80,"[43, 14, 12, 12]",6564,59
20-29,black or african american,98,male,98,74,"[52, 16, 8, 8]",14231,59
20-29,white,99,female,94,99,"[39, 45, 12, 12]",10195,59
0-12,black or african american,92,female,62,90,"[57, 57, 30, 30]",9348,59
13-19,white,99,female,63,99,"[36, 20, 7, 7]",4638,98
30-39,white,87,female,99,97,"[65, 57, 7, 7]",4638,98
13-19,white,97,female,99,99,"[27, 33, 13, 18]",2025,98
13-19,white,99,female,99,94,"[53, 39, 19, 25]",2025,98
40-49,south asian,86,male,99,99,"[2, 22, 25, 25]",208,83
20-29,black or african american,64,male,99,99,"[26, 37, 30, 30]",208,83
20-29,south asian,47,male,99,99,"[54, 23, 21, 21]",208,83
20-29,south asian,89,female,96,98,"[77, 39, 21, 21]",208,83
20-29,white,99,female,99,92,"[9, 12, 31, 31]",10367,11
30-39,white,89,male,99,99,"[24, 22, 12, 12]",12953,59
30-39,white,97,male,99,99,"[46, 14, 12, 12]",12953,59
20-29,black or african american,99,male,99,93,"[67, 18, 12, 12]",12953,59
20-29,black or african american,99,male,99,98,"[28, 33, 44, 44]",13713,59
30-39,white,84,male,99,70,"[9, 12, 30, 30]",13713,59
20-29,white,78,male,99,99,"[68, 18, 8, 8]",11361,59
30-39,white,97,male,99,99,"[27, 22, 8, 8]",11361,59
20-29,black or african american,99,male,99,98,"[43, 15, 10, 10]",11361,59
13-19,asian,92,female,68,95,"[2, 15, 37, 37]",14887,59
30-39,black or african american,88,male,90,99,"[49, 18, 4, 7]",11409,59
30-39,black or african american,97,male,99,98,"[87, 22, 3, 5]",11409,59
30-39,black or african american,98,male,62,98,"[65, 23, 4, 7]",11409,59
40-49,black or african american,91,male,98,92,"[56, 21, 4, 7]",11409,59
40-49,black or african american,97,male,99,99,"[49, 25, 7, 7]",7708,59
30-39,black or african american,86,male,99,92,"[61, 25, 7, 7]",7708,59
40-49,black or african american,63,male,96,80,"[43, 23, 17, 17]",768,59
30-39,black or african american,99,male,99,98,"[70, 36, 5, 5]",481,59
20-29,white,93,female,99,99,"[35, 16, 15, 15]",5551,96
13-19,white,99,male,99,97,"[61, 13, 21, 21]",5551,96
13-19,white,99,female,99,99,"[65, 31, 17, 17]",13792,98
20-29,white,45,female,72,88,"[53, 32, 12, 12]",13792,98
20-29,white,96,female,97,99,"[55, 29, 8, 8]",416,98
20-29,white,97,male,99,99,"[47, 33, 30, 30]",1324,98
13-19,white,98,female,97,87,"[37, 54, 21, 21]",1324,98
20-29,white,97,female,99,99,"[52, 38, 9, 12]",11186,8
13-19,white,99,female,86,96,"[38, 29, 13, 18]",11186,8
20-29,white,67,female,86,95,"[31, 29, 7, 10]",11186,8
20-29,white,77,female,99,99,"[60, 46, 7, 7]",3224,85
30-39,white,79,female,99,99,"[44, 47, 6, 6]",3224,85
20-29,white,99,female,99,99,"[29, 43, 6, 6]",3224,85
30-39,hispanic or latino,73,male,99,99,"[66, 30, 6, 6]",3224,85
20-29,white,99,male,99,97,"[20, 30, 6, 6]",3224,85
30-39,hispanic or latino,54,male,99,88,"[50, 32, 6, 6]",3224,85
40-49,white,99,male,99,82,"[35, 32, 7, 7]",3224,85
20-29,white,88,female,99,99,"[26, 31, 10, 8]",14321,8
40-49,white,99,female,99,99,"[56, 23, 8, 6]",14321,8
20-29,white,98,female,99,99,"[39, 28, 10, 8]",14321,8
20-29,white,98,female,99,99,"[55, 32, 10, 10]",14908,8
30-39,white,75,female,99,99,"[44, 26, 10, 10]",14908,8
30-39,white,42,female,99,99,"[31, 17, 10, 10]",14908,8
20-29,white,69,female,99,99,"[39, 45, 8, 8]",7229,11
20-29,white,92,female,98,99,"[63, 45, 8, 8]",7229,11
20-29,white,99,female,99,98,"[22, 40, 10, 10]",7229,11
20-29,white,63,female,99,99,"[46, 21, 10, 10]",14729,58
20-29,white,78,male,92,91,"[57, 8, 12, 12]",14729,58
30-39,white,93,male,99,62,"[9, 82, 14, 15]",675,96
30-39,white,98,male,99,99,"[61, 7, 8, 8]",6037,59
30-39,black or african american,72,male,99,82,"[32, 27, 10, 10]",7161,59
30-39,black or african american,99,male,99,97,"[50, 5, 8, 8]",4668,59
20-29,hispanic or latino,67,male,99,99,"[32, 30, 5, 5]",8103,59
40-49,white,89,male,99,99,"[48, 29, 5, 5]",8103,59
30-39,black or african american,98,male,92,99,"[13, 32, 5, 5]",8103,59
20-29,white,93,male,99,95,"[78, 30, 5, 5]",8103,59
30-39,black or african american,89,male,90,66,"[65, 31, 5, 5]",8103,59
50-59,white,99,female,99,99,"[1, 27, 17, 17]",6780,96
50-59,white,99,male,99,94,"[31, 13, 17, 17]",6780,96
30-39,white,88,female,96,86,"[35, 23, 23, 30]",5080,38
0-12,white,90,female,99,54,"[61, 19, 27, 37]",5080,38
30-39,white,47,female,91,83,"[38, 41, 4, 6]",7757,38
30-39,white,99,female,99,99,"[31, 31, 17, 17]",5781,85
20-29,white,98,female,59,99,"[58, 18, 44, 44]",14844,85
30-39,white,97,female,96,99,"[11, 27, 37, 37]",4588,85
20-29,white,99,female,97,92,"[57, 12, 30, 30]",4588,85
20-29,black or african american,36,male,96,86,"[32, 14, 15, 15]",6270,59
20-29,black or african american,92,male,99,97,"[11, 49, 14, 14]",12407,59
30-39,white,95,female,76,99,"[40, 31, 8, 6]",1339,59
30-39,white,67,male,99,99,"[60, 31, 7, 5]",1339,59
13-19,black or african american,99,male,99,84,"[25, 25, 8, 6]",1339,59
30-39,white,94,male,99,99,"[30, 3, 15, 12]",6315,59
30-39,white,66,female,99,98,"[44, 22, 8, 7]",4746,38
0-12,white,89,female,97,52,"[20, 15, 8, 8]",434,38
30-39,white,89,male,78,96,"[13, 15, 45, 77]",3043,58
20-29,white,89,female,99,99,"[40, 28, 12, 9]",12509,58
30-39,white,99,female,99,98,"[67, 24, 15, 11]",12509,58
20-29,white,94,female,99,75,"[24, 23, 15, 11]",12509,58
20-29,white,83,female,99,93,"[45, 31, 7, 8]",10672,58
20-29,white,48,female,99,73,"[50, 28, 3, 6]",14589,8
30-39,white,91,female,99,99,"[51, 20, 8, 12]",4925,60
40-49,white,98,female,98,99,"[21, 20, 10, 14]",4925,60
50-59,white,96,female,96,98,"[68, 25, 8, 12]",4925,60
30-39,white,59,male,99,98,"[31, 28, 37, 29]",14384,60
20-29,white,94,female,99,99,"[17, 17, 14, 15]",6834,96
20-29,white,82,male,99,99,"[8, 28, 16, 21]",8633,38
30-39,white,92,female,98,99,"[40, 42, 11, 15]",8633,38
20-29,white,83,female,99,99,"[62, 59, 16, 21]",8633,38
20-29,white,92,female,52,96,"[30, 25, 13, 17]",8633,38
20-29,white,68,female,95,66,"[50, 53, 13, 17]",8633,38
20-29,white,44,male,95,87,"[29, 15, 7, 5]",5444,59
30-39,south asian,57,male,68,98,"[25, 27, 6, 6]",9055,59
30-39,black or african american,53,male,99,95,"[54, 27, 12, 12]",10003,59
30-39,black or african american,78,male,99,81,"[41, 4, 5, 9]",13620,59
30-39,white,85,male,99,99,"[44, 20, 8, 6]",9777,59
40-49,black or african american,97,male,99,99,"[53, 15, 10, 8]",9777,59
30-39,white,39,male,99,51,"[32, 17, 8, 6]",9777,59
20-29,asian,65,female,99,98,"[28, 30, 16, 21]",4993,38
30-39,white,89,female,99,68,"[44, 39, 11, 14]",4993,38
40-49,white,99,female,99,99,"[44, 40, 37, 37]",3552,96
40-49,white,97,male,97,99,"[9, 16, 31, 31]",3552,96
20-29,white,81,female,91,80,"[40, 8, 53, 42]",7957,38
50-59,white,96,female,99,99,"[6, 18, 16, 21]",5607,38
50-59,white,98,female,96,98,"[33, 30, 16, 21]",5607,38
20-29,white,87,female,99,66,"[56, 42, 16, 21]",5607,38
13-19,black or african american,80,male,99,87,"[35, 7, 12, 12]",11505,59
20-29,black or african american,98,male,65,86,"[67, 20, 10, 10]",11505,59
20-29,black or african american,98,male,96,95,"[75, 7, 17, 17]",3148,59
30-39,white,84,male,99,99,"[26, 42, 5, 5]",10778,59
30-39,black or african american,96,male,99,99,"[47, 64, 14, 14]",12457,59
30-39,white,99,male,78,99,"[33, 39, 25, 25]",2114,96
50-59,white,99,male,74,95,"[64, 26, 31, 30]",2114,96
13-19,white,86,female,95,89,"[37, 47, 7, 5]",3771,38
0-12,white,88,female,95,96,"[58, 26, 10, 8]",14378,38
20-29,white,83,female,99,99,"[21, 51, 13, 17]",102,38
13-19,hispanic or latino,47,female,99,69,"[56, 44, 7, 5]",2436,38
0-12,white,97,female,70,81,"[-7, -5, 59, 47]",4177,38
40-49,white,83,male,97,99,"[57, 44, 8, 8]",10505,83
30-39,south asian,42,male,54,99,"[49, 38, 7, 7]",10505,83
30-39,hispanic or latino,50,male,99,99,"[42, 41, 7, 7]",10505,83
40-49,south asian,41,male,96,95,"[34, 51, 6, 6]",10505,83
30-39,hispanic or latino,43,female,96,94,"[44, 55, 8, 8]",10505,83
20-29,hispanic or latino,36,male,73,90,"[34, 41, 7, 7]",10505,83
13-19,white,89,female,99,99,"[39, 15, 21, 17]",12696,74
20-29,white,88,female,98,99,"[67, 27, 17, 18]",1448,111
20-29,white,94,female,99,88,"[7, 32, 14, 14]",1448,111
20-29,white,71,female,99,99,"[52, 56, 6, 4]",3836,74
20-29,white,97,male,80,99,"[41, 55, 6, 4]",3836,74
13-19,white,89,female,99,99,"[40, 33, 6, 8]",9698,111
20-29,white,89,female,99,99,"[71, 35, 5, 7]",9698,111
30-39,white,96,female,98,99,"[62, 25, 4, 6]",9698,111
30-39,white,89,female,78,99,"[35, 27, 4, 6]",9698,111
30-39,white,52,female,99,99,"[34, 37, 5, 7]",9698,111
20-29,white,81,female,98,98,"[54, 36, 5, 7]",9698,111
30-39,white,79,female,87,97,"[27, 25, 5, 7]",9698,111
20-29,white,73,female,99,85,"[54, 25, 4, 6]",9698,111
20-29,white,54,female,99,73,"[17, 26, 5, 7]",9698,111
30-39,white,51,male,67,63,"[46, 20, 4, 6]",9698,111
40-49,white,42,female,88,83,"[43, 15, 12, 10]",1006,38
20-29,white,95,female,99,99,"[36, 22, 10, 8]",1300,8
30-39,white,91,female,99,99,"[55, 18, 10, 8]",1300,8
20-29,white,90,female,99,99,"[29, 23, 10, 8]",1300,8
30-39,white,92,female,99,99,"[47, 26, 21, 17]",11655,8
20-29,white,87,female,99,99,"[25, 20, 12, 9]",6016,8
30-39,white,97,female,99,99,"[58, 21, 12, 9]",6016,8
20-29,white,97,female,99,99,"[40, 15, 12, 10]",6016,8
30-39,white,86,female,99,97,"[39, 56, 15, 11]",8557,8
20-29,white,88,female,99,94,"[27, 55, 15, 11]",8557,8
20-29,white,93,male,99,99,"[43, 23, 12, 10]",3537,8
30-39,white,78,female,99,99,"[31, 35, 8, 6]",3537,8
30-39,white,99,female,82,99,"[60, 19, 15, 12]",3537,8
13-19,white,94,female,99,99,"[23, 32, 10, 8]",3537,8
30-39,white,70,female,99,99,"[35, 60, 7, 5]",9016,8
20-29,white,79,female,99,99,"[60, 63, 7, 5]",9016,8
30-39,white,89,female,99,99,"[46, 65, 8, 6]",9016,8
20-29,white,50,male,99,99,"[25, 20, 12, 9]",12804,8
30-39,white,86,female,99,99,"[42, 34, 10, 8]",12804,8
20-29,white,87,male,99,99,"[54, 18, 12, 10]",12804,8
0-12,black or african american,98,female,72,98,"[44, 52, 37, 37]",10306,59
20-29,black or african american,99,male,99,99,"[36, 12, 30, 30]",6964,59
20-29,white,88,female,99,99,"[53, 21, 7, 7]",9865,59
13-19,black or african american,95,male,99,91,"[39, 12, 8, 8]",9865,59
40-49,white,43,female,97,99,"[70, 34, 11, 14]",14239,38
20-29,white,88,male,99,99,"[43, 18, 9, 12]",14239,38
50-59,white,91,female,99,99,"[71, 66, 16, 21]",14239,38
30-39,white,85,female,54,99,"[29, 14, 11, 15]",14239,38
13-19,white,95,male,58,99,"[42, 55, 13, 17]",14239,38
40-49,white,90,male,99,92,"[52, 11, 9, 12]",14239,38
20-29,white,36,female,99,66,"[26, 46, 16, 21]",14239,38
40-49,white,60,male,99,64,"[4, 51, 16, 21]",14239,38
30-39,hispanic or latino,50,female,99,98,"[30, 30, 8, 6]",2584,8
20-29,white,73,female,79,74,"[73, 22, 10, 8]",2584,8
40-49,white,90,female,99,62,"[61, 30, 7, 5]",2584,8
0-12,white,89,female,99,94,"[8, 14, 44, 35]",8978,38
30-39,south asian,46,female,84,88,"[66, 22, 7, 10]",28,38
20-29,white,36,male,99,99,"[10, 23, 12, 11]",3946,83
30-39,black or african american,59,male,88,99,"[55, 37, 10, 9]",3946,83
20-29,hispanic or latino,34,female,95,83,"[27, 40, 8, 7]",3946,83
30-39,south asian,65,male,99,99,"[14, 27, 14, 14]",11224,83
20-29,hispanic or latino,44,female,99,99,"[5, 37, 30, 24]",4215,83
13-19,hispanic or latino,68,female,99,99,"[36, 40, 25, 20]",4215,83
30-39,asian,40,female,99,99,"[40, 40, 15, 15]",5512,83
30-39,black or african american,65,male,99,99,"[57, 21, 17, 17]",5512,83
50-59,white,47,male,97,88,"[9, 34, 14, 14]",5512,83
20-29,black or african american,26,male,99,85,"[24, 69, 10, 10]",4863,83
30-39,south asian,41,male,97,99,"[13, 24, 10, 18]",3780,83
20-29,south asian,81,female,89,96,"[77, 30, 6, 10]",3780,83
20-29,black or african american,46,male,99,61,"[56, 13, 6, 10]",3780,83
20-29,hispanic or latino,40,female,88,57,"[78, 44, 10, 18]",3780,83
30-39,south asian,67,male,99,99,"[9, 54, 23, 30]",13606,83
20-29,south asian,79,female,98,99,"[25, 24, 9, 12]",13606,83
20-29,black or african american,51,male,99,99,"[56, 17, 9, 12]",13606,83
20-29,black or african american,79,male,99,80,"[63, 39, 19, 25]",13606,83
20-29,white,50,male,99,98,"[22, 46, 53, 42]",7107,83
20-29,white,60,female,92,66,"[19, 4, 25, 20]",7107,83
30-39,black or african american,86,male,99,99,"[24, 42, 4, 6]",12557,83
20-29,hispanic or latino,33,male,52,98,"[7, 42, 37, 32]",1368,83
20-29,white,38,female,99,98,"[62, 37, 17, 15]",1368,83
20-29,south asian,55,female,98,86,"[44, 39, 21, 18]",1368,83
40-49,white,99,female,99,95,"[31, 41, 12, 12]",7240,60
20-29,white,91,female,96,64,"[52, 35, 12, 12]",7240,60
20-29,white,75,female,98,99,"[51, 27, 27, 37]",6567,60
30-39,white,99,female,99,98,"[27, 22, 21, 17]",10187,38
20-29,white,89,female,98,99,"[14, 25, 19, 25]",10084,38
0-12,white,63,female,94,99,"[38, 35, 13, 18]",10084,38
30-39,white,98,female,97,99,"[46, 35, 7, 8]",1647,111
30-39,hispanic or latino,43,female,99,99,"[56, 38, 5, 7]",1647,111
30-39,white,53,female,96,96,"[66, 41, 5, 7]",1647,111
30-39,white,89,male,99,99,"[40, 19, 10, 10]",14171,111
20-29,asian,47,female,99,99,"[28, 22, 10, 10]",14171,111
13-19,white,80,female,73,98,"[73, 16, 12, 12]",14171,111
20-29,white,93,male,79,81,"[61, 16, 8, 8]",14171,111
13-19,white,88,female,99,99,"[62, 29, 8, 6]",4811,111
20-29,white,82,male,99,99,"[44, 18, 10, 8]",4811,111
13-19,white,96,female,99,98,"[22, 23, 10, 8]",4811,111
40-49,white,97,female,99,99,"[57, 32, 7, 7]",14168,111
20-29,white,74,female,99,99,"[77, 34, 8, 8]",14168,111
40-49,white,96,female,98,97,"[69, 33, 7, 7]",14168,111
30-39,white,80,female,98,98,"[18, 28, 17, 21]",8717,111
20-29,white,81,male,85,96,"[34, 23, 14, 17]",8717,111
30-39,white,88,female,99,99,"[11, 25, 21, 21]",7483,111
20-29,white,91,female,98,92,"[39, 30, 15, 14]",7483,111
20-29,white,93,female,99,99,"[87, 38, 6, 6]",13660,96
30-39,white,90,male,81,97,"[13, 25, 21, 21]",13660,96
20-29,white,98,male,99,81,"[78, 28, 7, 7]",13660,96
40-49,white,99,female,99,54,"[36, 54, 7, 7]",13660,96
20-29,white,90,female,99,99,"[66, 22, 6, 6]",7322,96
30-39,white,97,male,98,99,"[28, 18, 6, 6]",7322,96
20-29,white,98,male,99,99,"[75, 22, 8, 8]",7322,96
40-49,white,98,female,99,82,"[6, 29, 10, 10]",7322,96
0-12,white,98,female,98,97,"[33, 23, 25, 22]",14548,74
40-49,white,58,female,96,85,"[42, 35, 4, 6]",2652,38
20-29,south asian,54,male,99,99,"[26, 30, 31, 31]",7312,83
30-39,white,95,male,99,99,"[28, 22, 7, 12]",14914,83
30-39,white,97,male,99,99,"[54, 21, 7, 13]",14914,83
30-39,white,98,male,99,99,"[6, 40, 10, 18]",14914,83
13-19,hispanic or latino,36,male,99,99,"[64, 11, 21, 38]",14914,83
20-29,south asian,39,male,99,99,"[23, 16, 15, 26]",7484,83
13-19,hispanic or latino,53,female,99,99,"[14, 46, 12, 22]",7484,83
20-29,white,57,female,99,98,"[45, 51, 12, 22]",7484,83
13-19,black or african american,41,male,99,95,"[67, 7, 21, 38]",7484,83
30-39,white,99,male,90,92,"[11, 36, 37, 37]",7147,83
20-29,south asian,49,male,98,79,"[43, 12, 31, 31]",1462,83
20-29,white,95,male,99,99,"[13, 40, 10, 18]",2406,83
30-39,white,94,male,99,92,"[51, 38, 15, 26]",2406,83
30-39,black or african american,72,male,91,66,"[67, -5, 21, 43]",2406,83
13-19,south asian,55,female,83,99,"[30, 37, 21, 21]",13526,83
30-39,white,96,female,99,99,"[24, 20, 10, 10]",13526,83
13-19,white,57,female,94,99,"[10, 50, 25, 25]",13526,83
20-29,white,94,female,94,98,"[52, 12, 8, 8]",13526,83
20-29,black or african american,59,male,99,95,"[60, 44, 37, 37]",13526,83
40-49,white,91,male,96,55,"[9, 21, 7, 7]",9857,96
20-29,white,73,female,51,88,"[1, 47, 23, 30]",3710,111
20-29,white,95,male,99,77,"[47, 51, 13, 17]",3710,111
30-39,white,82,male,95,85,"[37, 28, 8, 8]",4438,111
20-29,hispanic or latino,33,female,99,91,"[53, 22, 44, 35]",12812,111
20-29,white,75,female,97,85,"[13, 19, 44, 35]",12812,111
20-29,black or african american,48,male,99,99,"[33, 57, 30, 24]",14540,83
30-39,south asian,35,male,99,99,"[68, 35, 17, 17]",13815,83
20-29,south asian,46,male,99,99,"[22, 28, 53, 53]",11886,83
13-19,white,91,female,93,52,"[30, 22, 25, 20]",6250,38
20-29,black or african american,38,male,99,99,"[42, 17, 14, 15]",506,83
13-19,black or african american,95,male,99,97,"[32, 44, 15, 15]",3916,83
20-29,white,92,male,99,99,"[52, 12, 12, 12]",6760,2
20-29,white,55,female,99,99,"[31, 20, 12, 12]",6760,2
30-39,white,76,female,99,99,"[32, 13, 10, 10]",11765,2
20-29,white,33,male,99,99,"[43, 10, 12, 12]",11765,2
20-29,white,61,female,99,99,"[54, 33, 8, 8]",1015,2
20-29,white,74,female,99,99,"[42, 52, 8, 8]",1015,2
30-39,hispanic or latino,45,female,99,99,"[45, 79, 10, 10]",1015,2
20-29,white,98,female,99,99,"[49, 17, 7, 7]",1015,2
20-29,white,87,female,99,99,"[42, 27, 7, 7]",1015,2
20-29,white,90,female,99,93,"[40, 4, 7, 7]",1015,2
20-29,white,95,female,99,99,"[15, 13, 8, 8]",1815,2
20-29,white,96,female,97,99,"[27, 30, 7, 7]",1815,2
13-19,white,99,female,99,99,"[72, 16, 8, 8]",1815,2
20-29,white,70,male,99,99,"[60, 10, 8, 8]",1815,2
30-39,white,87,female,99,99,"[43, 30, 7, 7]",1815,2
40-49,white,99,male,96,91,"[34, 10, 7, 7]",1815,2
40-49,white,88,male,99,88,"[48, 13, 7, 7]",1815,2
30-39,white,46,female,99,99,"[34, 20, 7, 7]",2723,2
30-39,white,89,female,99,99,"[43, 16, 8, 8]",2723,2
20-29,south asian,36,female,99,99,"[77, 23, 7, 7]",8763,2
20-29,white,99,female,97,99,"[69, 25, 7, 7]",8763,2
20-29,white,79,female,98,99,"[24, 27, 6, 6]",8763,2
20-29,asian,57,male,99,99,"[54, 25, 7, 7]",8763,2
20-29,asian,77,male,99,99,"[53, 53, 7, 7]",8763,2
30-39,white,83,male,98,96,"[12, 18, 8, 8]",8763,2
20-29,white,81,male,99,96,"[37, 22, 7, 7]",8763,2
13-19,white,84,female,92,99,"[9, 67, 14, 14]",7898,96
13-19,white,99,male,99,98,"[24, 15, 10, 10]",2287,96
30-39,white,97,female,99,66,"[76, 18, 6, 6]",2287,96
30-39,south asian,46,male,99,99,"[30, 16, 6, 10]",7392,83
30-39,south asian,38,female,96,99,"[38, 20, 4, 7]",7392,83
30-39,south asian,38,male,99,98,"[23, 22, 6, 10]",7392,83
20-29,white,41,male,98,97,"[63, 24, 6, 10]",7392,83
30-39,south asian,39,female,97,97,"[54, 28, 4, 7]",7392,83
20-29,black or african american,92,male,99,99,"[41, 35, 10, 10]",14919,83
20-29,hispanic or latino,48,male,99,99,"[69, 55, 10, 18]",12668,83
30-39,white,47,male,99,99,"[19, 39, 8, 15]",12668,83
20-29,white,83,female,99,99,"[52, 71, 12, 22]",12668,83
20-29,hispanic or latino,52,male,99,99,"[55, 44, 8, 15]",12668,83
13-19,white,61,female,99,99,"[38, 60, 6, 10]",12668,83
20-29,hispanic or latino,48,female,99,98,"[26, 49, 7, 13]",12668,83
30-39,black or african american,70,male,90,94,"[45, 49, 5, 9]",12668,83
20-29,white,98,male,98,99,"[29, 28, 15, 26]",13945,83
20-29,south asian,46,male,99,99,"[52, 33, 21, 38]",13945,83
30-39,white,89,male,99,99,"[21, 9, 8, 15]",6966,83
30-39,hispanic or latino,56,male,99,99,"[53, 16, 8, 15]",6966,83
30-39,white,93,male,97,99,"[11, 30, 10, 18]",6966,83
30-39,white,99,male,99,88,"[1, 63, 18, 32]",6966,83
30-39,black or african american,47,male,99,56,"[76, 54, 21, 38]",6966,83
30-39,asian,99,male,99,52,"[62, 26, 12, 22]",6966,83
20-29,black or african american,86,male,99,99,"[51, 39, 8, 8]",203,83
30-39,south asian,72,female,99,99,"[59, 2, 7, 7]",11028,83
40-49,south asian,47,male,99,99,"[78, 2, 7, 7]",11028,83
13-19,south asian,52,female,99,99,"[20, 45, 8, 8]",11028,83
40-49,white,90,male,99,72,"[85, 45, 10, 10]",11028,83
40-49,south asian,48,male,99,64,"[-2, 2, 7, 7]",11028,83
13-19,white,64,male,99,99,"[33, 26, 30, 24]",3154,83
20-29,black or african american,44,male,96,82,"[39, 43, 12, 12]",10387,83
30-39,south asian,45,male,99,99,"[12, 19, 30, 31]",1855,83
20-29,black or african american,38,male,99,64,"[71, 25, 17, 17]",1855,83
30-39,black or african american,55,male,99,99,"[17, 48, 27, 37]",5526,83
20-29,white,85,female,98,98,"[33, 10, 5, 7]",5526,83
20-29,white,29,female,99,94,"[38, 70, 16, 21]",5526,83
30-39,hispanic or latino,34,female,99,89,"[18, 15, 7, 10]",5526,83
30-39,black or african american,48,male,99,75,"[86, 22, 7, 10]",5526,83
20-29,south asian,54,female,99,99,"[70, 36, 9, 12]",12046,83
30-39,asian,29,female,99,99,"[38, 35, 7, 10]",12046,83
30-39,white,50,male,99,97,"[52, 17, 9, 12]",12046,83
20-29,black or african american,67,male,99,95,"[53, 41, 8, 8]",5303,83
20-29,south asian,62,male,99,99,"[42, 20, 21, 21]",1848,83
40-49,white,96,male,99,99,"[18, 61, 21, 21]",14147,83
20-29,south asian,46,male,99,68,"[71, 39, 17, 17]",7049,83
20-29,white,54,female,99,99,"[32, 44, 10, 10]",1766,83
20-29,south asian,39,male,99,99,"[22, 36, 12, 12]",1766,83
30-39,south asian,51,male,99,98,"[71, 42, 8, 8]",1766,83
20-29,south asian,80,male,97,55,"[45, 38, 7, 7]",1766,83
20-29,hispanic or latino,40,male,99,99,"[12, 26, 30, 30]",13280,83
20-29,south asian,48,male,99,99,"[67, 31, 17, 17]",13280,83
30-39,hispanic or latino,80,female,99,99,"[41, 47, 17, 17]",13280,83
20-29,asian,30,female,92,99,"[68, 44, 12, 22]",4687,83
30-39,white,94,male,93,97,"[54, 8, 4, 7]",4687,83
30-39,white,61,male,99,94,"[59, 16, 8, 15]",4687,83
20-29,asian,30,female,99,99,"[76, 35, 6, 6]",9371,83
30-39,white,43,male,99,99,"[42, 40, 6, 6]",9371,83
30-39,white,44,female,98,99,"[60, 43, 6, 6]",9371,83
20-29,black or african american,34,male,99,99,"[18, 42, 7, 7]",9371,83
20-29,hispanic or latino,34,female,99,99,"[39, 47, 21, 17]",11539,83
20-29,south asian,60,male,91,58,"[2, 40, 31, 24]",11539,83
30-39,white,97,female,99,98,"[71, 25, 7, 7]",1670,2
20-29,white,85,female,99,98,"[31, 22, 7, 7]",1670,2
20-29,white,76,male,99,97,"[44, 18, 7, 7]",1670,2
