age,ethnicity,ethnicity_confidence,gender,gender_confidence,human_confidence,tag_location,url,user
20-29,white,92,female,99,99,"[31, 23, 37, 37]",5098,62
13-19,white,77,female,99,51,"[-10, 15, 85, 77]",14523,2
30-39,white,88,female,98,99,"[42, 15, 14, 12]",11971,108
50-59,white,83,male,99,89,"[58, 40, 23, 31]",4221,60
13-19,white,90,male,50,84,"[29, 5, 17, 17]",10705,74
40-49,white,88,male,99,94,"[37, 15, 17, 17]",3841,82
20-29,white,75,female,99,99,"[16, 3, 53, 44]",1483,22
40-49,white,95,male,99,72,"[40, 17, 15, 15]",1451,82
20-29,white,54,female,99,99,"[48, 27, 17, 17]",11692,82
20-29,white,80,female,99,99,"[33, 29, 17, 17]",11692,82
30-39,white,95,female,63,85,"[36, 17, 10, 10]",10534,37
20-29,white,99,female,99,99,"[47, 13, 31, 24]",2765,88
20-29,white,97,female,99,99,"[14, 30, 8, 8]",8382,110
20-29,asian,71,female,99,99,"[58, 46, 8, 8]",8382,110
40-49,white,89,female,99,99,"[43, 46, 8, 8]",8382,110
30-39,white,91,female,99,99,"[27, 29, 8, 8]",8382,110
50-59,white,99,male,99,97,"[55, 15, 10, 10]",8382,110
40-49,white,99,female,99,63,"[40, 23, 8, 8]",8382,110
30-39,white,96,female,99,59,"[69, 25, 7, 7]",8382,110
20-29,white,59,female,99,99,"[64, 12, 10, 10]",3981,110
20-29,white,43,female,99,99,"[83, 15, 10, 10]",3981,110
20-29,white,71,female,93,88,"[36, 5, 5, 5]",3981,110
20-29,white,73,female,98,97,"[-5, 7, 41, 37]",13189,62
20-29,white,97,male,99,87,"[60, 40, 37, 36]",9132,62
13-19,white,84,female,98,99,"[21, 42, 6, 6]",2274,62
30-39,white,99,male,99,84,"[32, 34, 6, 6]",2274,62
13-19,hispanic or latino,74,female,99,99,"[35, 29, 10, 10]",9535,45
30-39,white,71,female,99,99,"[7, 23, 10, 10]",9535,45
13-19,white,72,female,98,96,"[66, 25, 21, 21]",9535,45
30-39,white,57,female,99,94,"[83, 68, 12, 12]",9535,45
30-39,black or african american,46,female,99,82,"[21, 23, 10, 10]",9535,45
30-39,black or african american,99,female,99,82,"[73, 67, 12, 12]",9535,45
30-39,white,96,male,73,72,"[21, 10, 25, 25]",14298,63
30-39,white,76,male,99,96,"[26, 28, 35, 44]",13618,26
30-39,white,99,female,99,57,"[19, 37, 30, 30]",7767,63
30-39,white,93,female,99,96,"[27, 22, 37, 29]",12932,63
40-49,white,94,female,99,95,"[44, 64, 20, 30]",3822,63
20-29,white,87,female,99,91,"[8, 31, 5, 8]",3822,63
30-39,white,91,male,98,66,"[61, 40, 24, 36]",3822,63
30-39,white,89,male,99,99,"[52, 34, 53, 53]",3013,26
40-49,white,84,male,99,94,"[-13, 23, 41, 37]",3013,26
30-39,white,88,male,99,99,"[35, 14, 15, 15]",5015,82
20-29,white,92,female,99,99,"[56, 28, 12, 12]",5015,82
30-39,white,97,female,99,96,"[12, 12, 14, 15]",7035,82
40-49,white,93,male,99,52,"[39, 16, 25, 25]",7035,82
30-39,asian,43,female,98,98,"[12, 22, 6, 6]",2368,0
30-39,white,94,female,98,90,"[50, 8, 10, 10]",2368,0
30-39,hispanic or latino,37,female,99,99,"[34, 26, 8, 6]",13777,25
30-39,white,97,female,99,99,"[43, 24, 12, 12]",15033,0
40-49,white,56,female,96,93,"[35, 51, 6, 4]",7653,25
30-39,white,97,female,99,91,"[26, 51, 6, 4]",7653,25
13-19,hispanic or latino,51,male,50,96,"[38, 40, 12, 10]",1063,25
30-39,white,99,male,85,53,"[62, 37, 12, 10]",1063,25
20-29,white,99,female,99,99,"[45, 22, 25, 25]",2142,0
20-29,white,98,female,99,99,"[50, 22, 11, 14]",2766,101
20-29,white,99,female,99,99,"[32, 22, 11, 14]",2766,101
13-19,white,97,female,79,51,"[10, 18, 12, 12]",802,111
20-29,white,97,female,99,99,"[63, 4, 15, 12]",2476,2
30-39,white,96,female,99,99,"[42, 5, 12, 10]",2476,2
20-29,white,74,female,99,99,"[22, 11, 12, 10]",2476,2
20-29,white,52,male,99,99,"[16, 20, 6, 7]",10346,111
20-29,white,90,female,98,96,"[45, 43, 6, 7]",10346,111
20-29,white,48,female,92,96,"[65, 27, 5, 5]",10346,111
30-39,white,53,female,97,96,"[51, 31, 6, 7]",10346,111
30-39,white,76,female,77,95,"[87, 22, 6, 7]",10346,111
20-29,white,91,male,99,91,"[27, 20, 7, 8]",10346,111
30-39,white,93,male,99,90,"[39, 31, 6, 7]",10346,111
40-49,white,58,female,98,61,"[75, 25, 6, 7]",10346,111
30-39,white,74,male,98,53,"[10, 28, 7, 8]",10346,111
30-39,white,91,female,99,77,"[60, 15, 12, 10]",3511,2
30-39,white,97,female,99,99,"[25, 23, 10, 10]",341,2
20-29,white,97,female,98,99,"[27, 7, 37, 37]",7911,71
30-39,white,59,female,99,99,"[50, 32, 10, 10]",1965,90
30-39,white,97,male,91,99,"[35, 31, 8, 8]",1965,90
20-29,white,84,male,99,73,"[42, 36, 8, 8]",3595,82
13-19,white,96,female,99,99,"[46, 55, 6, 6]",5932,82
30-39,white,99,female,94,98,"[56, 56, 6, 6]",5932,82
20-29,white,49,female,95,99,"[41, 23, 10, 10]",7202,82
20-29,white,53,female,99,97,"[56, 20, 12, 12]",7202,82
0-12,asian,33,male,94,98,"[38, 14, 10, 10]",521,81
0-12,black or african american,94,female,77,98,"[-4, 29, 19, 17]",521,81
0-12,black or african american,93,female,74,92,"[10, 16, 12, 12]",521,81
0-12,hispanic or latino,29,male,99,91,"[32, 33, 12, 12]",521,81
20-29,white,89,female,99,99,"[35, 23, 21, 21]",4384,81
20-29,asian,55,male,90,99,"[61, 27, 21, 21]",4384,81
20-29,asian,99,female,99,99,"[6, 4, 21, 21]",4384,81
20-29,white,74,female,99,99,"[40, 67, 31, 31]",9961,17
13-19,white,97,male,99,99,"[15, 27, 37, 37]",9961,17
30-39,white,77,female,99,94,"[71, 18, 12, 12]",13723,81
40-49,white,99,female,99,99,"[45, 62, 25, 25]",12257,4
30-39,white,96,male,99,99,"[21, 42, 25, 25]",12257,4
40-49,white,85,male,99,99,"[58, 25, 17, 16]",3932,26
40-49,hispanic or latino,46,male,99,99,"[30, 17, 21, 20]",3932,26
30-39,white,99,female,98,81,"[43, 33, 8, 7]",5589,108
50-59,white,96,male,51,76,"[27, 9, 8, 7]",5589,108
20-29,white,95,female,97,99,"[35, 32, 12, 9]",1883,26
30-39,white,91,male,99,73,"[42, 23, 14, 11]",1883,26
40-49,white,99,female,99,92,"[37, 43, 9, 12]",3171,26
40-49,white,99,male,99,58,"[49, 27, 11, 14]",3171,26
30-39,white,98,female,99,98,"[34, 11, 8, 12]",784,22
40-49,white,78,male,99,99,"[42, 19, 25, 25]",11571,82
30-39,white,82,male,97,89,"[52, 12, 10, 10]",12637,3
30-39,white,93,female,97,88,"[38, 15, 10, 10]",12637,3
13-19,white,99,female,99,60,"[40, 19, 37, 37]",14114,0
20-29,white,93,female,99,89,"[19, 19, 30, 30]",14902,101
30-39,white,91,female,99,59,"[43, 13, 44, 44]",14902,101
30-39,white,97,male,99,76,"[40, 24, 15, 11]",13069,3
20-29,white,91,female,99,98,"[20, 9, 12, 12]",1552,3
20-29,white,91,female,56,84,"[60, 19, 10, 10]",1552,3
40-49,white,81,female,99,98,"[49, 55, 5, 6]",1140,52
30-39,white,97,female,95,99,"[29, 31, 15, 13]",1330,52
20-29,asian,84,female,95,99,"[43, 31, 6, 4]",308,93
20-29,white,96,female,99,99,"[42, 19, 14, 15]",549,110
30-39,white,98,male,98,99,"[27, 11, 21, 21]",5841,62
20-29,hispanic or latino,54,male,99,99,"[33, 10, 8, 8]",7855,110
30-39,white,64,female,99,99,"[50, 16, 8, 8]",7855,110
13-19,white,99,male,99,99,"[23, 18, 44, 44]",6322,62
20-29,white,90,female,98,98,"[69, 15, 11, 12]",12214,110
20-29,white,94,female,99,99,"[40, 39, 12, 12]",2475,81
20-29,white,83,male,65,99,"[13, 28, 44, 44]",4737,71
20-29,white,93,male,94,70,"[65, 23, 12, 10]",6659,71
30-39,white,98,female,99,98,"[11, 52, 37, 37]",5288,63
13-19,white,98,female,91,99,"[51, 55, 8, 8]",11741,63
20-29,white,94,female,99,99,"[41, 54, 10, 10]",11741,63
30-39,white,86,male,99,99,"[11, 12, 14, 15]",6939,77
40-49,white,99,female,99,99,"[42, 22, 12, 12]",6939,77
13-19,white,93,female,79,99,"[58, 31, 12, 12]",6939,77
30-39,white,88,male,99,98,"[77, 16, 15, 15]",6939,77
30-39,white,97,male,77,96,"[49, 11, 8, 8]",12974,82
30-39,white,90,female,99,97,"[35, 37, 15, 14]",11312,82
20-29,white,93,male,99,64,"[30, 22, 15, 15]",11312,82
30-39,white,99,female,99,99,"[73, 7, 7, 7]",3508,82
13-19,white,95,female,99,99,"[25, 10, 12, 12]",3508,82
13-19,white,98,female,99,99,"[27, 55, 10, 10]",3508,82
20-29,white,87,female,99,99,"[13, 59, 10, 10]",3508,82
20-29,white,98,female,99,86,"[61, 8, 8, 8]",3508,82
30-39,white,70,female,99,99,"[21, 19, 12, 10]",12238,110
30-39,white,79,female,99,99,"[44, 35, 15, 26]",886,110
20-29,white,91,female,99,98,"[43, 16, 12, 12]",12927,25
20-29,white,99,female,99,97,"[27, 16, 15, 15]",12927,25
30-39,white,57,female,99,69,"[57, 17, 17, 17]",12927,25
20-29,asian,92,female,88,99,"[88, 36, 8, 10]",1532,110
30-39,south asian,51,female,97,99,"[53, 36, 8, 10]",1532,110
20-29,hispanic or latino,33,female,99,99,"[31, 18, 10, 12]",1532,110
20-29,south asian,62,female,86,99,"[70, 30, 9, 10]",1532,110
20-29,asian,36,male,59,98,"[9, 14, 10, 12]",1532,110
0-12,white,98,male,82,91,"[61, 45, 21, 17]",5747,26
30-39,white,64,female,99,85,"[16, 24, 31, 24]",5747,26
40-49,white,95,male,99,98,"[43, 34, 6, 5]",3700,52
20-29,white,80,female,99,84,"[55, 38, 6, 5]",3700,52
20-29,white,97,female,99,99,"[42, 10, 25, 25]",14694,76
13-19,white,98,female,99,99,"[76, 25, 17, 17]",14694,76
20-29,white,97,female,67,99,"[-4, 16, 34, 31]",14694,76
20-29,asian,69,female,99,99,"[43, 40, 30, 30]",11792,45
13-19,white,99,female,98,99,"[12, 19, 30, 30]",11792,45
30-39,white,94,female,99,99,"[21, 31, 12, 12]",10090,76
30-39,white,96,female,99,99,"[64, 25, 12, 12]",10090,76
20-29,white,92,female,99,99,"[43, 22, 10, 10]",10090,76
30-39,hispanic or latino,43,female,99,99,"[38, 37, 10, 10]",371,45
20-29,white,45,female,98,99,"[65, 7, 8, 8]",371,45
20-29,white,96,male,98,99,"[45, 10, 14, 11]",12738,4
40-49,white,68,male,99,91,"[76, 11, 10, 8]",12738,4
13-19,white,66,female,55,83,"[31, 33, 17, 17]",11269,81
20-29,white,77,female,96,76,"[49, 35, 17, 17]",11269,81
30-39,white,99,female,99,94,"[30, 39, 21, 21]",2339,81
20-29,white,96,female,99,99,"[7, 37, 14, 14]",2346,81
20-29,white,86,female,99,99,"[55, 25, 14, 14]",2346,81
20-29,white,88,female,99,99,"[77, 27, 17, 17]",2346,81
20-29,white,99,female,99,99,"[24, 22, 15, 15]",2346,81
40-49,hispanic or latino,50,male,99,99,"[51, 40, 5, 7]",8958,26
20-29,white,94,female,91,97,"[52, 13, 26, 26]",14882,111
20-29,white,84,female,99,99,"[39, 24, 12, 12]",705,82
30-39,white,67,female,99,99,"[60, 26, 15, 14]",705,82
20-29,white,98,female,99,96,"[14, 26, 14, 14]",705,82
50-59,white,95,female,99,99,"[72, 40, 7, 6]",11766,22
13-19,white,99,female,97,99,"[59, 34, 7, 7]",11766,22
20-29,white,87,female,99,97,"[52, 39, 5, 5]",11766,22
40-49,white,92,male,99,94,"[21, 28, 5, 5]",11766,22
20-29,white,97,female,98,82,"[43, 33, 7, 6]",11766,22
13-19,white,98,female,98,54,"[39, 9, 25, 23]",6218,22
13-19,white,72,female,99,80,"[53, 41, 7, 7]",14960,90
40-49,white,99,female,99,58,"[37, 9, 15, 15]",749,22
30-39,white,77,female,99,99,"[19, 26, 31, 30]",7221,77
30-39,white,82,male,99,99,"[50, 23, 30, 31]",7221,77
20-29,white,96,female,99,99,"[52, 12, 10, 10]",453,77
30-39,white,64,male,99,99,"[37, 13, 10, 10]",453,77
40-49,white,51,male,99,99,"[70, 62, 6, 6]",14496,77
30-39,white,84,male,99,97,"[18, 36, 7, 7]",14496,77
40-49,hispanic or latino,61,male,99,73,"[89, 62, 8, 8]",14496,77
20-29,white,90,male,99,99,"[27, 49, 21, 21]",4253,77
0-12,white,99,female,74,99,"[22, 32, 53, 42]",14387,52
30-39,white,49,female,99,84,"[45, 12, 14, 15]",10677,63
20-29,white,60,female,98,99,"[40, 23, 7, 7]",3540,81
20-29,white,96,female,81,97,"[19, 35, 17, 17]",3540,81
30-39,white,91,female,99,65,"[85, 55, 7, 7]",10472,110
30-39,white,84,male,99,98,"[50, 27, 17, 17]",8701,4
20-29,hispanic or latino,51,male,99,96,"[25, 33, 17, 17]",8701,4
30-39,white,92,female,99,99,"[74, 24, 12, 12]",12277,81
20-29,white,96,female,99,99,"[15, 22, 14, 15]",12277,81
20-29,white,98,female,99,99,"[58, 13, 12, 12]",12277,81
20-29,white,99,female,99,97,"[32, 12, 12, 12]",12277,81
20-29,asian,77,male,69,90,"[-5, 36, 41, 37]",12224,84
20-29,black or african american,89,female,94,73,"[48, 23, 44, 44]",12224,84
20-29,black or african american,39,female,99,99,"[53, 29, 12, 12]",6030,84
20-29,asian,72,female,99,99,"[52, 25, 14, 14]",5414,84
20-29,white,99,male,99,99,"[39, 12, 12, 12]",5414,84
30-39,white,88,male,98,99,"[36, 15, 6, 6]",12670,76
40-49,white,52,male,99,99,"[48, 18, 6, 6]",12670,76
30-39,white,72,female,98,98,"[16, 19, 6, 6]",12670,76
30-39,white,72,male,99,97,"[20, 28, 8, 7]",12670,76
30-39,white,89,male,67,96,"[67, 53, 6, 6]",12670,76
40-49,white,71,male,99,94,"[75, 17, 6, 6]",12670,76
30-39,white,72,female,80,93,"[87, 22, 6, 6]",12670,76
30-39,white,50,female,97,91,"[48, 54, 6, 6]",12670,76
30-39,white,77,male,91,68,"[58, 44, 6, 6]",12670,76
40-49,white,98,female,99,99,"[55, 19, 14, 12]",13882,101
20-29,white,84,female,97,99,"[22, 21, 6, 4]",13882,101
30-39,white,86,female,99,99,"[36, 10, 12, 10]",13882,101
20-29,white,98,female,99,99,"[35, 36, 17, 14]",13882,101
20-29,white,74,female,99,99,"[44, 28, 21, 17]",9840,101
20-29,white,88,female,99,99,"[27, 28, 21, 17]",9840,101
20-29,white,78,female,99,99,"[56, 36, 37, 37]",6766,7
30-39,white,94,female,99,98,"[23, 19, 37, 37]",6766,7
30-39,hispanic or latino,51,female,95,99,"[33, 33, 17, 17]",9706,101
30-39,hispanic or latino,49,female,99,99,"[45, 23, 17, 17]",9706,101
20-29,white,86,female,99,99,"[50, 48, 6, 4]",14581,2
30-39,white,98,female,99,98,"[61, 46, 6, 4]",14581,2
13-19,white,96,female,99,99,"[17, 25, 17, 17]",13876,76
0-12,white,98,male,98,99,"[73, 40, 15, 15]",13876,76
40-49,white,97,male,99,93,"[52, 22, 53, 42]",931,26
20-29,white,97,female,98,99,"[8, 30, 44, 35]",3329,26
30-39,white,88,male,99,98,"[46, 13, 53, 42]",3329,26
30-39,white,89,male,99,99,"[40, 28, 53, 53]",1703,77
20-29,white,87,male,99,99,"[33, 25, 25, 25]",4545,77
40-49,white,83,male,99,99,"[32, 12, 10, 10]",6486,77
30-39,white,92,male,99,99,"[38, 32, 6, 6]",3854,77
40-49,white,60,male,99,99,"[7, 10, 12, 12]",14020,77
30-39,white,85,male,99,99,"[21, 11, 10, 10]",14020,77
30-39,white,91,male,99,99,"[68, 1, 17, 17]",14020,77
30-39,hispanic or latino,71,male,99,99,"[32, 6, 12, 12]",14020,77
30-39,white,70,male,99,95,"[18, 72, 10, 10]",14020,77
20-29,white,90,male,99,94,"[35, 35, 21, 21]",14020,77
13-19,white,99,male,88,56,"[33, 2, 25, 25]",8961,2
20-29,white,97,female,99,99,"[26, 67, 5, 5]",12199,2
20-29,white,98,female,94,98,"[14, 57, 8, 8]",12199,2
20-29,white,91,female,99,99,"[22, 25, 25, 25]",12271,101
13-19,white,90,female,98,98,"[59, 33, 25, 25]",12271,101
20-29,hispanic or latino,49,female,99,98,"[44, 12, 8, 8]",9539,84
13-19,white,46,female,77,69,"[44, 3, 14, 12]",4843,84
13-19,asian,89,female,99,97,"[30, 18, 31, 24]",9976,68
30-39,white,98,female,61,90,"[45, 20, 25, 20]",4443,52
0-12,white,99,female,93,91,"[43, 34, 17, 14]",9078,30
20-29,white,85,female,99,99,"[16, 17, 11, 17]",14767,30
30-39,white,62,female,99,99,"[31, 15, 9, 14]",14767,30
20-29,white,96,female,99,99,"[54, 17, 9, 14]",14767,30
13-19,white,99,female,88,79,"[71, 23, 11, 17]",14767,30
20-29,black or african american,85,female,99,99,"[9, 17, 14, 15]",7428,84
30-39,white,97,male,98,98,"[39, 13, 12, 12]",7428,84
0-12,white,99,female,84,94,"[49, 33, 12, 12]",13046,30
20-29,white,92,female,99,99,"[68, 12, 8, 8]",5498,81
30-39,white,96,female,99,99,"[85, 15, 10, 10]",5498,81
20-29,white,96,female,98,92,"[27, 12, 8, 8]",5498,81
20-29,white,98,female,75,71,"[49, 12, 8, 8]",5498,81
30-39,hispanic or latino,51,female,99,99,"[45, 22, 14, 15]",13887,110
30-39,white,53,female,99,99,"[57, 24, 15, 15]",13887,110
20-29,white,87,female,99,99,"[50, 43, 17, 17]",8391,81
30-39,white,94,female,99,99,"[43, 66, 12, 9]",2888,110
30-39,white,78,female,99,99,"[38, 28, 10, 8]",2888,110
20-29,hispanic or latino,62,male,99,98,"[55, 35, 10, 8]",2888,110
30-39,white,92,male,99,95,"[24, 11, 10, 8]",2888,110
20-29,white,98,female,99,99,"[52, 35, 8, 8]",8437,45
20-29,white,96,female,99,99,"[21, 23, 24, 37]",14287,76
13-19,asian,96,female,99,99,"[16, 22, 53, 42]",4066,68
13-19,white,70,female,96,60,"[52, 40, 9, 15]",4189,108
30-39,white,96,female,57,99,"[37, 22, 6, 6]",14410,84
20-29,asian,36,female,92,98,"[51, 7, 17, 17]",14410,84
13-19,black or african american,34,female,98,97,"[21, 64, 14, 14]",14410,84
20-29,hispanic or latino,68,female,99,90,"[27, 11, 15, 15]",14410,84
13-19,south asian,57,female,95,98,"[18, 39, 21, 21]",8481,39
20-29,south asian,49,male,98,70,"[50, 45, 25, 25]",8481,39
30-39,white,99,female,98,89,"[17, 17, 12, 12]",11542,37
20-29,white,79,female,97,84,"[67, 9, 7, 7]",11542,37
30-39,white,97,male,93,74,"[57, 18, 12, 12]",1071,88
40-49,white,77,male,88,63,"[35, 2, 12, 12]",1071,88
30-39,white,96,female,99,99,"[25, 17, 9, 9]",13767,37
20-29,white,54,female,97,99,"[44, 23, 10, 10]",8323,39
0-12,white,96,male,98,89,"[54, 31, 8, 8]",8323,39
50-59,white,99,female,99,99,"[51, 68, 6, 6]",10247,17
20-29,asian,91,female,99,99,"[72, 42, 6, 6]",10247,17
50-59,white,95,male,99,98,"[42, 63, 6, 6]",10247,17
40-49,white,66,male,97,96,"[64, 54, 8, 8]",10247,17
40-49,white,96,male,94,95,"[66, 42, 6, 6]",10247,17
40-49,white,82,female,99,77,"[86, 37, 6, 6]",10247,17
20-29,white,77,female,99,99,"[49, 32, 10, 10]",2465,17
20-29,white,95,male,99,98,"[43, 24, 10, 10]",2465,17
13-19,white,95,female,94,93,"[48, 48, 27, 37]",2202,3
20-29,white,99,female,99,99,"[34, 44, 5, 5]",5154,3
20-29,hispanic or latino,57,female,99,99,"[70, 45, 7, 7]",5154,3
20-29,white,79,female,99,99,"[66, 27, 5, 5]",5154,3
20-29,hispanic or latino,48,female,99,99,"[60, 44, 5, 5]",5154,3
20-29,white,87,female,99,99,"[45, 45, 5, 5]",5154,3
13-19,black or african american,64,female,99,99,"[30, 31, 5, 5]",5154,3
20-29,white,75,female,99,99,"[40, 29, 5, 5]",5154,3
20-29,white,61,female,99,99,"[9, 45, 7, 7]",5154,3
13-19,black or african american,98,female,98,98,"[19, 46, 5, 5]",5154,3
20-29,white,96,female,99,98,"[51, 28, 5, 5]",5154,3
20-29,white,94,female,98,97,"[19, 29, 5, 5]",5154,3
20-29,white,90,female,99,86,"[76, 32, 5, 5]",5154,3
20-29,white,99,female,95,99,"[83, 24, 5, 5]",1188,7
40-49,white,93,male,99,99,"[52, 39, 5, 5]",1188,7
20-29,white,76,female,99,99,"[7, 79, 10, 10]",1188,7
20-29,white,94,female,99,99,"[20, 18, 5, 5]",1188,7
40-49,white,89,male,99,97,"[11, 12, 5, 5]",1188,7
30-39,hispanic or latino,48,male,99,76,"[15, 69, 14, 14]",1188,7
30-39,white,93,male,99,50,"[80, 72, 12, 12]",1188,7
30-39,white,99,female,98,95,"[42, 28, 7, 7]",6339,0
20-29,hispanic or latino,57,female,99,93,"[43, 21, 12, 9]",3892,84
20-29,white,95,male,99,99,"[29, 5, 12, 11]",8,84
13-19,black or african american,89,female,97,94,"[53, 12, 12, 11]",8,84
20-29,white,99,male,99,99,"[37, 7, 10, 8]",12573,84
30-39,white,80,female,96,58,"[51, 13, 10, 10]",10545,0
30-39,white,82,female,99,99,"[27, 19, 37, 37]",11151,0
30-39,white,99,male,99,86,"[48, 37, 17, 14]",1945,25
20-29,white,83,female,99,59,"[62, 32, 17, 14]",3384,25
20-29,white,95,female,99,99,"[42, 5, 12, 12]",2007,0
30-39,white,84,female,99,99,"[56, 35, 21, 21]",4420,0
30-39,white,92,female,98,99,"[41, 11, 10, 10]",13696,0
20-29,white,77,female,99,77,"[48, 16, 8, 8]",13696,0
20-29,asian,98,female,99,99,"[38, 30, 16, 21]",13603,25
30-39,white,82,female,99,57,"[55, 30, 5, 7]",3261,25
20-29,white,52,female,79,99,"[29, 31, 17, 14]",9533,36
20-29,white,99,female,99,99,"[33, 15, 10, 8]",2311,52
30-39,white,96,female,99,99,"[53, 8, 12, 10]",2311,52
20-29,white,60,female,99,98,"[39, 18, 10, 8]",10753,45
30-39,black or african american,59,male,77,88,"[49, 9, 12, 9]",10753,45
20-29,black or african american,99,female,99,99,"[15, 14, 14, 15]",10033,45
20-29,white,97,female,99,88,"[46, 17, 12, 12]",10033,45
13-19,hispanic or latino,45,male,95,99,"[43, 13, 17, 17]",9615,39
20-29,white,60,female,99,99,"[25, 20, 21, 21]",9615,39
13-19,white,99,male,99,99,"[23, 17, 17, 17]",10571,71
20-29,white,95,female,97,80,"[64, -7, 31, 34]",10571,71
30-39,hispanic or latino,56,female,99,99,"[31, 12, 7, 7]",9167,90
30-39,hispanic or latino,56,female,98,99,"[17, 17, 7, 7]",9167,90
20-29,white,94,female,99,99,"[89, 13, 7, 7]",9167,90
20-29,white,64,female,99,99,"[77, 15, 7, 7]",9167,90
20-29,white,76,female,98,99,"[63, 17, 7, 7]",9167,90
20-29,white,74,female,92,78,"[-1, 11, 11, 10]",9167,90
13-19,white,81,female,99,92,"[75, 25, 21, 21]",1137,71
20-29,white,99,female,99,99,"[47, 13, 17, 17]",1367,90
30-39,white,98,female,99,99,"[63, 18, 21, 21]",1367,90
20-29,white,92,female,92,99,"[56, 24, 25, 20]",13154,76
20-29,white,91,female,99,99,"[16, 16, 25, 25]",12015,76
13-19,white,83,female,99,99,"[61, 18, 21, 21]",12015,76
30-39,white,89,female,65,99,"[25, 16, 25, 25]",9900,57
20-29,white,72,female,99,98,"[57, 10, 31, 24]",529,90
20-29,white,99,female,99,84,"[25, 8, 25, 20]",529,90
30-39,white,94,female,99,99,"[28, 14, 44, 35]",5397,71
30-39,white,99,female,99,93,"[56, 32, 37, 37]",5653,71
20-29,white,93,female,99,99,"[29, 16, 7, 6]",9212,90
30-39,white,77,female,98,99,"[63, 13, 7, 6]",9212,90
20-29,white,61,female,99,99,"[41, 16, 8, 8]",9212,90
30-39,white,67,female,89,99,"[14, 16, 8, 8]",9212,90
20-29,white,80,female,99,99,"[54, 18, 7, 6]",9212,90
40-49,white,61,female,98,72,"[75, 9, 8, 8]",9212,90
40-49,white,87,female,99,99,"[44, 17, 14, 15]",9959,71
30-39,white,90,female,99,99,"[47, 33, 25, 25]",5922,71
20-29,white,99,male,99,92,"[22, 27, 25, 25]",5922,71
13-19,asian,99,female,99,99,"[44, 16, 21, 21]",3302,68
40-49,white,92,female,90,99,"[44, 19, 19, 25]",7192,22
30-39,white,99,female,84,98,"[76, -5, 27, 41]",7192,22
13-19,white,98,female,98,87,"[32, 43, 23, 30]",7192,22
50-59,white,98,male,85,66,"[18, 13, 19, 25]",7192,22
20-29,asian,96,female,99,98,"[53, 36, 23, 37]",8393,25
20-29,white,98,female,99,99,"[44, 20, 16, 21]",9691,25
13-19,asian,95,female,97,97,"[33, 30, 16, 21]",9691,25
20-29,white,97,female,99,99,"[50, 17, 14, 15]",8198,25
30-39,asian,81,female,99,89,"[31, 20, 12, 12]",8198,25
20-29,white,98,female,89,56,"[63, 54, 21, 21]",5698,63
30-39,white,98,female,99,99,"[12, 30, 23, 31]",4591,63
20-29,white,98,male,99,74,"[51, 16, 23, 31]",4591,63
40-49,white,97,male,99,98,"[43, 29, 10, 10]",2555,63
30-39,white,96,female,99,95,"[52, 35, 7, 7]",2555,63
40-49,white,97,female,99,99,"[33, 9, 15, 15]",1072,63
20-29,white,99,female,97,92,"[47, 35, 10, 10]",788,30
30-39,white,93,female,96,98,"[37, 46, 8, 8]",5299,30
30-39,white,92,female,99,70,"[4, 8, 53, 42]",1478,22
20-29,white,37,female,99,99,"[32, 29, 8, 8]",8627,90
13-19,white,80,female,99,95,"[61, 27, 7, 7]",8627,90
30-39,hispanic or latino,63,female,92,99,"[79, 57, 7, 7]",14925,22
0-12,white,91,male,91,99,"[20, 17, 7, 7]",14925,22
0-12,white,99,female,99,99,"[1, 6, 6, 6]",14925,22
20-29,white,80,female,89,95,"[77, 62, 6, 6]",14925,22
20-29,white,99,female,93,67,"[89, 13, 6, 6]",14925,22
13-19,white,89,female,99,99,"[56, 31, 37, 37]",13299,82
40-49,white,90,male,99,99,"[38, 33, 4, 6]",7310,77
30-39,white,98,female,93,52,"[45, 33, 4, 6]",7310,77
20-29,white,91,female,99,99,"[64, 13, 17, 17]",1771,22
0-12,white,99,female,99,99,"[21, 15, 14, 15]",1771,22
20-29,white,98,female,99,86,"[37, 17, 17, 17]",1771,22
30-39,white,88,male,99,99,"[33, 5, 25, 25]",9609,88
30-39,white,98,female,99,99,"[51, 37, 21, 21]",9609,88
0-12,white,94,male,99,99,"[19, 27, 64, 64]",9646,88
20-29,white,99,female,99,99,"[44, 41, 10, 8]",3028,25
30-39,white,40,female,98,99,"[22, 28, 29, 44]",10613,36
30-39,white,72,male,97,65,"[68, 23, 11, 17]",10613,36
20-29,white,96,female,99,99,"[17, 33, 27, 30]",9040,63
13-19,white,97,female,97,89,"[63, 19, 27, 30]",9040,63
40-49,white,92,male,99,99,"[25, 27, 25, 25]",6725,63
13-19,white,74,male,79,95,"[77, 32, 21, 21]",6725,63
20-29,white,81,male,51,95,"[40, 10, 7, 7]",2775,0
20-29,hispanic or latino,73,female,89,92,"[41, 58, 10, 10]",2775,0
20-29,white,77,female,93,90,"[54, 50, 10, 10]",2775,0
30-39,white,58,female,99,86,"[52, 18, 8, 8]",2775,0
30-39,white,95,female,99,99,"[44, 32, 7, 7]",2963,0
30-39,white,89,female,99,93,"[35, 17, 15, 15]",3911,0
20-29,hispanic or latino,38,female,99,98,"[23, 22, 37, 29]",10923,63
