user,url
58,12043
58,2844
58,4612
58,13821
58,6451
58,6916
58,2663
58,13030
58,4992
58,9028
58,14248
58,1947
58,14802
58,13909
58,10095
58,9680
58,3554
58,1008
58,11036
58,7858
58,13793
58,7316
58,3412
58,3247
58,9294
58,6258
58,4422
58,13073
58,7366
58,14400
58,14731
58,11687
58,9034
58,7887
58,11773
58,11885
58,11933
58,4621
58,14266
58,13464
58,12935
58,14971
58,5754
58,10770
58,12045
58,12816
58,13725
58,9472
58,13960
58,13951
58,13928
58,12509
58,3043
58,7245
58,6388
58,13215
58,10491
58,1497
58,4760
58,6980
58,11467
58,14427
58,2277
58,2549
8,14493
8,177
8,3308
8,12486
8,1658
8,7335
8,9237
8,2172
8,4198
8,3581
8,9932
8,1843
8,12592
8,1081
8,5149
8,14863
8,2023
8,5314
8,4118
8,6940
8,10731
8,4195
8,1257
8,6708
8,12742
8,14589
8,240
8,4938
8,2302
8,1337
8,5499
8,9249
8,9487
8,12961
8,6693
8,14615
8,13104
8,13836
8,5676
8,8082
8,4365
8,13200
8,10216
8,4417
8,3546
8,10163
8,11234
8,4013
8,11319
8,6765
8,10905
8,10069
8,2534
8,2654
8,13834
8,10657
8,8674
8,14830
8,13904
8,6016
8,9016
8,1300
8,5411
8,4351
8,9286
8,10564
8,836
8,9874
8,1982
8,2692
8,349
8,15046
8,5895
8,7364
8,9340
8,1408
8,6767
8,11177
8,14908
8,11186
8,13121
8,6641
8,8185
8,8524
8,2551
8,6240
8,3811
8,3404
8,7626
8,8848
8,7136
8,12527
8,12330
8,10971
8,2569
8,11655
8,3537
8,13041
8,11522
8,11178
8,1060
8,11149
8,12402
8,9982
8,14213
8,6529
8,13160
8,9962
8,5768
8,12344
8,8273
8,12818
8,12707
8,14321
8,8732
8,3782
8,10016
8,10275
8,4907
8,7922
8,8557
8,7545
8,9105
8,4502
8,14269
8,9569
8,13862
8,10333
8,11540
8,2726
8,8035
8,12804
8,2584
8,13201
8,6944
8,7771
8,11613
8,991
8,6759
8,6979
8,11924
8,9661
8,12149
8,11472
8,7916
8,6778
8,5790
8,6220
8,2288
8,7422
85,3224
85,12955
85,14690
85,3207
85,4479
85,3398
85,10906
85,8539
85,8141
85,12117
85,14333
85,14416
85,7857
85,7286
85,1505
85,13072
85,6923
85,4716
85,9262
85,10642
85,12852
85,9065
85,8621
85,13627
85,3053
85,4064
85,7159
85,8217
85,11662
85,6930
85,8195
85,11253
85,4659
85,2449
85,13262
85,14720
85,6263
85,5781
85,3674
85,6196
85,11408
85,12481
85,14180
85,4344
85,14328
85,2085
85,14017
85,9820
85,5239
85,4864
85,6589
85,11245
85,6983
85,11451
85,10280
85,3320
85,2066
85,7330
85,4710
85,7309
85,13644
85,5567
85,8559
85,10827
85,3350
85,906
85,8425
85,12929
85,2297
85,5071
85,12168
85,13099
85,4614
85,7824
85,11133
85,7907
85,10940
85,12525
85,8887
85,6103
85,3477
85,3270
85,15025
85,11788
85,4768
85,9697
85,1990
85,5548
85,6281
85,6794
85,14844
85,4588
85,2898
85,8065
85,12786
85,6671
85,5887
85,6540
85,5962
85,6483
85,4740
85,12971
85,13149
85,13820
60,11326
60,5569
60,4472
60,5928
60,12419
60,12468
60,3023
60,6234
60,13427
60,7465
60,3493
60,2807
60,2134
60,6751
60,7634
60,10281
60,4808
60,5515
60,2629
60,9912
60,8540
60,4278
60,12423
60,14561
60,9714
60,2905
60,14182
60,14028
60,11504
60,11498
60,14370
60,4857
60,7240
60,6958
60,13672
60,14413
60,9558
60,4252
60,4114
60,1484
60,2272
60,11959
60,11056
60,6343
60,7797
60,587
60,14077
60,4392
60,2666
60,14384
60,12558
60,13373
60,13671
60,10150
60,6039
60,235
60,7869
60,4231
60,10888
60,7851
60,7418
60,14401
60,9335
60,9478
60,3188
60,11340
60,4917
60,5598
60,6567
60,14276
60,12222
60,6510
60,6115
60,8837
60,8957
60,1745
60,9255
60,4221
60,1575
60,11115
60,8973
60,12694
60,2372
60,7516
60,10068
60,970
60,4925
60,12374
60,13259
60,14491
60,5691
60,14614
60,5590
60,14933
60,1386
60,11344
60,5339
60,10376
60,4734
60,6572
60,5927
60,3675
60,11415
60,11276
60,5968
60,251
60,12078
60,14223
60,13184
60,4145
60,3072
60,4137
60,11083
60,659
60,14507
60,6854
60,3682
60,11797
60,14437
60,5778
60,2748
60,7342
60,4695
60,6543
60,6091
60,10898
60,6984
60,7904
60,6734
60,1920
60,6709
60,8992
60,14618
60,3808
60,2960
60,3816
60,2223
60,2883
60,13927
60,13802
60,10085
60,2381
60,13253
60,3502
60,8269
60,3278
60,10382
60,11698
60,779
60,11619
74,6125
74,11144
74,7670
74,3616
74,5714
74,13444
74,6394
74,13962
74,4839
74,10471
74,4897
74,5224
74,3840
74,4124
74,14441
74,10092
74,8044
74,12268
74,12477
74,156
74,10260
74,12156
74,12107
74,10046
74,11892
74,11841
74,3549
74,4325
74,14548
74,12478
74,3342
74,12207
74,2212
74,2350
74,14247
74,8629
74,10705
74,3885
74,11978
74,2862
74,6036
74,8567
74,3950
74,8172
74,1774
74,6022
74,8728
74,11882
74,11907
74,1345
74,14579
74,6476
74,2771
74,1410
74,793
74,13506
74,12811
74,411
74,548
74,9915
74,4136
74,10597
74,2501
74,5327
74,9363
74,1445
74,13144
74,11155
74,575
74,6975
74,2829
74,1377
74,6924
74,6290
74,2051
74,10054
74,8080
74,7263
74,8506
74,8680
74,10029
74,42
74,12501
74,12696
74,2430
74,8056
74,12294
74,8573
74,13584
74,11777
74,9270
74,7023
74,12041
74,5827
74,11704
74,9693
74,2731
74,5921
74,5805
74,4364
74,14117
74,8228
74,8929
74,7614
74,2379
74,11034
74,14807
74,5638
74,13411
74,425
74,8964
74,12822
74,12579
74,8417
74,1469
74,283
74,4724
74,4898
74,5471
74,2293
74,3836
74,13567
74,2482
74,11210
74,1139
74,3340
74,11046
74,7838
74,5265
74,6833
74,6007
74,14313
74,1392
74,7456
74,1412
74,3527
74,5750
74,11138
74,4428
74,8668
74,5844
74,420
74,1148
74,4012
74,9085
74,7275
74,14082
74,10663
74,7449
74,2717
111,5123
111,4892
111,6852
111,17
111,8596
111,6274
111,739
111,9698
111,1448
111,4811
111,12904
111,12948
111,6851
111,14766
111,2389
111,3793
111,5462
111,4408
111,12666
111,2188
111,574
111,10132
111,1549
111,1457
111,7367
111,5752
111,14633
111,8662
111,2407
111,12131
111,13500
111,6190
111,9103
111,8714
111,6481
111,8179
111,6336
111,8140
111,14805
111,14642
111,8188
111,13393
111,14084
111,10007
111,2712
111,12531
111,8717
111,14171
111,9812
111,8712
111,8352
111,7097
111,4438
111,8688
111,13732
111,13250
111,10196
111,10689
111,1446
111,2341
111,13049
111,11374
111,11461
111,11139
111,11148
111,3710
111,9552
111,11117
111,6035
111,6712
111,3425
111,2785
111,2498
111,1538
111,3267
111,10836
111,13631
111,3339
111,34
111,9942
111,14987
111,10782
111,1647
111,14168
111,5558
111,13017
111,12947
111,6888
111,4559
111,14011
111,11485
111,1490
111,13404
111,3118
111,9781
111,7269
111,11948
111,53
111,6238
111,2156
111,12812
111,7479
111,12259
111,8066
111,4087
111,4719
111,6961
111,4242
111,775
111,10346
111,2342
111,604
111,4890
111,11428
111,9257
111,2976
111,4086
111,4335
111,7483
111,6488
111,2700
111,5891
111,14816
111,2539
111,5166
111,10540
111,2698
111,14278
111,714
111,12735
111,6931
111,12166
111,2377
111,12122
111,12026
111,9734
111,13538
111,9966
111,3464
111,2286
111,11300
111,2395
111,49
111,8836
111,1112
111,4296
111,3853
111,802
111,14882
111,10032
2,7559
2,10629
2,9306
2,2764
2,9350
2,13619
2,11765
2,1015
2,6760
2,10009
2,721
2,562
2,496
2,13100
2,12538
2,1723
2,12219
2,9116
2,4713
2,9331
2,12418
2,4315
2,543
2,9042
2,13137
2,6100
2,8353
2,2732
2,11044
2,2330
2,5593
2,4201
2,9333
2,1470
2,2476
2,14581
2,7750
2,10351
2,13884
2,9251
2,6403
2,13701
2,10041
2,7077
2,1815
2,2723
2,8763
2,2269
2,12062
2,5248
2,3180
2,522
2,13935
2,1916
2,8171
2,5658
2,2232
2,12134
2,4720
2,14330
2,8120
2,9250
2,14657
2,3866
2,8069
2,4840
2,10559
2,3236
2,12639
2,3902
2,8469
2,13970
2,3511
2,10935
2,237
2,2684
2,13989
2,12832
2,5209
2,12408
2,8297
2,1344
2,3887
2,6495
2,8590
2,7183
2,8460
2,7132
2,8729
2,10492
2,892
2,2594
2,5942
2,2583
2,1061
2,7953
2,1661
2,2238
2,2941
2,11057
2,13721
2,3877
2,6932
2,4481
2,6732
2,5257
2,5608
2,9452
2,341
2,12199
2,6806
2,6165
2,13703
2,10160
2,11161
2,2598
2,7118
2,3666
2,1897
2,1670
2,8619
2,1302
2,7196
2,11448
2,1705
2,2117
2,13735
2,9052
2,4138
2,9424
2,13140
2,8303
2,3377
2,14793
2,14523
2,927
2,118
2,8502
2,872
2,9674
2,14661
2,1809
2,1845
2,4707
2,14792
2,7784
2,8961
2,3195
2,12899
2,10109
62,3975
62,6068
62,2642
62,15016
62,9633
62,5140
62,8016
62,8095
62,1763
62,11222
62,8744
62,4752
62,2505
62,3738
62,5722
62,7942
62,11656
62,10326
62,13888
62,7934
62,5098
62,272
62,7400
62,2274
62,10810
62,5649
62,1023
62,12007
62,3698
62,7526
62,5351
62,4304
62,13787
62,13042
62,12892
62,5841
62,13964
62,2008
62,11808
62,8849
62,7752
62,10699
62,6411
62,2994
62,12153
62,9239
62,4431
62,10455
62,8782
62,3935
62,1695
62,1175
62,7278
62,10668
62,12956
62,936
62,4804
62,530
62,9132
62,553
62,9678
62,10737
62,6046
62,3360
62,10417
62,10404
62,9950
62,13598
62,9125
62,10144
62,11781
62,5757
62,8716
62,2338
62,3401
62,7817
62,12220
62,13750
62,7172
62,2304
62,9745
62,590
62,8074
62,8549
62,7388
62,6948
62,6209
62,9351
62,5389
62,13189
62,2060
62,4629
62,13112
62,12150
62,12010
62,13401
62,13217
62,13638
62,9682
62,1118
62,2967
62,7555
62,11836
62,2106
62,15050
62,10537
62,8298
62,7677
62,4097
62,4489
62,1234
62,6322
62,10305
62,6874
62,2733
62,13930
62,12807
62,12467
62,6843
62,2179
62,9801
62,7558
62,1001
62,4337
62,7662
62,14000
62,1921
62,6487
62,9989
62,216
62,5901
62,7034
62,7025
62,12676
62,5084
62,14122
62,5885
62,3041
62,13086
62,8718
62,10842
62,4274
62,9623
62,13212
62,9664
62,6858
62,10000
62,4539
62,3622
62,5410
110,7577
110,1648
110,10560
110,9925
110,9825
110,3357
110,4228
110,2780
110,9729
110,14984
110,2685
110,10502
110,13344
110,14651
110,11805
110,8382
110,8320
110,7991
110,14880
110,938
110,826
110,1551
110,886
110,10721
110,5987
110,2912
110,8000
110,11666
110,13115
110,14834
110,3903
110,9079
110,5108
110,1217
110,12998
110,8010
110,12214
110,4705
110,7865
110,12456
110,4647
110,5466
110,12188
110,4844
110,3507
110,11915
110,2443
110,13327
110,4437
110,9592
110,7656
110,213
110,14821
110,10805
110,13553
110,10648
110,10073
110,1307
110,8145
110,3567
110,12238
110,937
110,1070
110,7338
110,14035
110,13176
110,12577
110,7770
110,12351
110,10727
110,13722
110,4287
110,1380
110,12387
110,7855
110,2888
110,2145
110,510
110,6731
110,7665
110,346
110,6305
110,2865
110,2705
110,12945
110,6792
110,5580
110,14539
110,12004
110,12505
110,9349
110,518
110,13368
110,3177
110,4640
110,6134
110,10683
110,1532
110,525
110,8757
110,1447
110,10200
110,6202
110,15027
110,14086
110,1209
110,13122
110,1527
110,6143
110,12177
110,3725
110,7589
110,549
110,13887
110,2268
110,12256
110,6082
110,9464
110,5457
110,1792
110,2614
110,13247
110,2971
110,5174
110,13412
110,11945
110,7964
110,5794
110,3981
110,6608
110,3804
110,9945
110,483
110,5099
110,124
110,1500
110,10472
110,10277
110,7921
110,14385
110,5905
110,7056
110,12996
110,7452
110,8774
110,5941
110,281
110,1216
110,9379
110,8975
81,2475
81,8026
81,3785
81,13813
81,11273
81,11989
81,11916
81,14454
81,14383
81,10943
81,7198
81,12055
81,5762
81,2404
81,2830
81,12825
81,3716
81,980
81,3719
81,12304
81,10776
81,12910
81,4327
81,2641
81,748
81,2015
81,12163
81,13542
81,12629
81,5320
81,5628
81,902
81,6700
81,11380
81,2867
81,12781
81,5045
81,1480
81,8371
81,11269
81,8391
81,8339
81,12547
81,1625
81,4972
81,4324
81,9739
81,14747
81,10884
81,8255
81,13790
81,5247
81,470
81,11422
81,5647
81,4384
81,13127
81,15015
81,6300
81,4615
81,11376
81,10107
81,12277
81,7062
81,3983
81,14014
81,3531
81,11447
81,9219
81,3474
81,14670
81,3847
81,3640
81,266
81,13521
81,3695
81,2419
81,11363
81,2346
81,5498
81,1779
81,8093
81,6707
81,3039
81,5175
81,4301
81,6437
81,10206
81,9216
81,673
81,10754
81,9702
81,10295
81,10746
81,13723
81,9948
81,6254
81,452
81,790
81,12217
81,2690
81,3540
81,10058
81,13743
81,7081
81,12036
81,14544
81,7217
81,14494
81,7098
81,395
81,2461
81,12720
81,11774
81,5708
81,6870
81,10177
81,2339
81,14832
81,5873
81,6642
81,1200
81,3349
81,983
81,6047
81,4689
81,9949
81,2306
81,8078
81,4616
81,14527
81,10784
81,14932
81,521
81,7214
81,2084
81,7798
81,11740
81,7093
81,9606
81,605
81,9954
81,11966
81,4223
81,6040
81,6354
81,10315
81,5846
81,1111
81,5852
4,10197
4,3216
4,12708
4,13054
4,2358
4,7405
4,12738
4,11690
4,10422
4,7070
4,13478
4,1672
4,1093
4,8915
4,6667
4,3230
4,9715
4,631
4,14175
4,3504
4,11860
4,14926
4,5354
4,12257
4,3214
4,10325
4,14973
4,6352
4,2543
4,8319
4,9386
4,6248
4,8664
4,2347
4,347
4,4660
4,3465
4,14105
4,10252
4,2363
4,14610
4,1192
4,7703
4,6603
4,14554
4,2155
4,11601
4,8213
4,2605
4,13095
4,3336
4,13129
4,9100
4,8726
4,13512
4,11232
4,12421
4,7292
4,14967
4,369
4,14856
4,13609
4,9507
4,9174
4,267
4,2677
4,12586
4,5348
4,11940
4,1492
4,8701
4,3495
4,14186
4,6733
4,14931
4,7948
4,10345
4,4552
4,9913
4,9339
4,313
4,2215
4,3090
4,9147
4,8033
4,13682
4,11352
4,7859
4,284
4,2900
4,12384
4,6349
4,292
4,2953
4,4152
4,4071
4,5679
4,1496
4,101
4,5158
4,7721
4,4190
4,3582
4,9186
17,14372
17,12921
17,10118
17,2319
17,3002
17,11981
17,6785
17,3361
17,8202
17,12148
17,5115
17,12739
17,2166
17,1654
17,2546
17,7762
17,606
17,7617
17,4540
17,14302
17,8151
17,10247
17,11220
17,13157
17,13716
17,513
17,10458
17,9222
17,4630
17,3635
17,11228
17,8392
17,14583
17,6430
17,137
17,44
17,2628
17,9961
17,6457
17,988
17,3861
17,4973
17,4819
17,10958
17,7554
17,2658
17,4728
17,13893
17,9177
17,11147
17,3494
17,9776
17,796
17,13563
17,9859
17,11603
17,9434
17,14525
17,2132
17,13863
17,4267
17,14482
17,11975
17,5686
17,6267
17,491
17,9516
17,4295
17,7432
17,2184
17,10650
17,13999
17,10377
17,4510
17,3717
17,312
17,55
17,11970
17,11318
17,7610
17,10175
17,13593
17,5305
17,9223
17,2612
17,3708
17,13067
17,11594
17,1533
17,2706
17,12349
17,5525
17,11630
17,9218
17,660
17,10853
17,5998
17,4966
17,4178
17,2571
17,9779
17,2917
17,10841
17,5111
17,14116
17,8702
17,14759
17,13948
17,860
17,10574
17,8646
17,10474
17,14868
17,3683
17,14424
17,5657
17,1415
17,716
17,5131
17,9206
17,2227
17,15019
17,14326
17,8283
17,9926
17,9362
17,9490
17,828
17,3162
17,11181
17,3829
17,13166
17,11629
17,1414
17,10309
17,4265
17,4292
17,3327
17,3936
17,4313
17,2465
17,3713
17,2589
17,6669
17,5634
17,6169
17,75
17,9385
17,11997
17,900
93,11061
93,12051
93,11439
93,8660
93,2769
93,1076
93,6570
93,2554
93,10321
93,14144
93,9548
93,9666
93,3330
93,3319
93,14536
93,4349
93,8380
93,9191
93,5074
93,412
93,3789
93,13138
93,8262
93,9323
93,846
93,12787
93,10078
93,10882
